lat,mmsi,cog,lng,sog,ts,heading
36.0111465,477369900,283,120.43514,7.6,1648164435,283
36.01118525,477369900,283,120.4349292,7.6,1648164440,283
36.0112198,477369900,282.84,120.434735,7.6,1648164445,283.4
36.0112533,477369900,282.64,120.434545,7.6,1648164450,283.9
36.01129116,477369900,282.5789474,120.4343287,7.6,1648164455,284
36.01133011,477369900,282.5526316,120.4341058,7.6,1648164460,284
36.01136905,477369900,282.5263158,120.4338829,7.6,1648164465,284
36.011408,477369900,282.5,120.43366,7.6,1648164470,284
36.01144633,477369900,282.5,120.43345,7.6,1648164475,284
36.011484,477369900,282.56,120.4332441,7.59,1648164480,284
36.011519,477369900,282.86,120.4330546,7.54,1648164485,284
36.0115545,477369900,283.0833333,120.4328609,7.5,1648164490,284
36.011592,477369900,283,120.4326505,7.5,1648164495,284
36.0116295,477369900,282.9166667,120.4324401,7.5,1648164500,284
36.0116662,477369900,282.78,120.43223,7.5,1648164505,284
36.0117027,477369900,282.63,120.43202,7.5,1648164510,284
36.01174111,477369900,282.6,120.4318109,7.5,1648164515,284
36.01178,477369900,282.6,120.431602,7.5,1648164520,284
36.0118225,477369900,282.7,120.431372,7.5,1648164525,284
36.011865,477369900,282.8,120.431142,7.5,1648164530,284
36.0119035,477369900,282.85,120.4309325,7.5,1648164535,284
36.011942,477369900,282.9,120.430723,7.5,1648164540,284
36.01197962,477369900,282.8761905,120.4305144,7.5,1648164545,283.7619048
36.01201724,477369900,282.852381,120.4303059,7.5,1648164550,283.5238095
36.01205486,477369900,282.8285714,120.4300973,7.5,1648164555,283.2857143
36.01209248,477369900,282.8047619,120.4298887,7.5,1648164560,283.047619
36.012126,477369900,282.68,120.4296974,7.5,1648164565,283.4
36.0121585,477369900,282.53,120.4295104,7.5,1648164570,283.9
36.01219478,477369900,282.5444444,120.4293072,7.5,1648164575,284
36.012232,477369900,282.6,120.4291,7.5,1648164580,284
36.012271,477369900,282.5,120.4288715,7.45,1648164585,284
36.01231,477369900,282.4,120.428643,7.4,1648164590,284
36.0123475,477369900,282.45,120.4284375,7.45,1648164595,284
36.012385,477369900,282.5,120.428232,7.5,1648164600,284
36.01242278,477369900,282.8333333,120.4280253,7.444444444,1648164605,284
36.01246033,477369900,283.0833333,120.4278202,7.4,1648164610,283.9666667
36.012497,477369900,283,120.427621,7.4,1648164615,283.8
36.01253367,477369900,282.9166667,120.4274218,7.4,1648164620,283.6333333
36.01257033,477369900,282.8333333,120.4272227,7.4,1648164625,283.4666667
36.012607,477369900,282.75,120.4270235,7.4,1648164630,283.3
36.01264367,477369900,282.6666667,120.4268243,7.4,1648164635,283.1333333
36.01268091,477369900,282.5636364,120.4266198,7.4,1648164640,283.0909091
36.01272045,477369900,282.3818182,120.4263939,7.4,1648164645,283.5454545
36.01276,477369900,282.2,120.426168,7.4,1648164650,284
36.0127925,477369900,282.15,120.4259815,7.4,1648164655,284
36.012825,477369900,282.1,120.425795,7.4,1648164660,284
36.01286278,477369900,282.2666667,120.4255883,7.4,1648164665,284
36.0129005,477369900,282.45,120.4253821,7.4,1648164670,284
36.012938,477369900,282.7,120.4251775,7.4,1648164675,284
36.0129755,477369900,282.95,120.4249729,7.4,1648164680,284
36.013017,477369900,283.08,120.4247524,7.4,1648164685,284
36.0130595,477369900,283.18,120.4245279,7.4,1648164690,284
36.0130955,477369900,283.2,120.424338,7.4,1648164695,283.5
36.0131315,477369900,283.24,120.4241479,7.4,1648164700,283
36.013174,477369900,283.44,120.4239224,7.4,1648164705,283
36.01321473,477369900,283.5363636,120.4237044,7.390909091,1648164710,283
36.01324836,477369900,283.2181818,120.4235162,7.345454545,1648164715,283
36.013282,477369900,282.9,120.423328,7.3,1648164720,283
36.013321,477369900,282.45,120.4231015,7.35,1648164725,283
36.01336,477369900,282,120.422875,7.4,1648164730,283
36.01339091,477369900,282.1818182,120.4227059,7.354545455,1648164735,283
36.01342182,477369900,282.3636364,120.4225368,7.309090909,1648164740,283
36.0134636,477369900,282.6,120.422305,7.3,1648164745,283
36.0135081,477369900,282.85,120.4220575,7.3,1648164750,283
36.013546,477369900,282.75,120.421845,7.3,1648164755,283.5
36.0135822,477369900,282.62,120.4216408,7.3,1648164760,284
36.0136182,477369900,282.72,120.4214348,7.3,1648164765,284
36.01365486,477369900,282.8238095,120.4212291,7.3,1648164770,283.952381
36.01369414,477369900,282.9428571,120.4210249,7.3,1648164775,283.7142857
36.01373343,477369900,283.0619048,120.4208206,7.3,1648164780,283.4761905
36.01377271,477369900,283.1809524,120.4206163,7.3,1648164785,283.2380952
36.013812,477369900,283.3,120.420412,7.3,1648164790,283
36.0138475,477369900,283.35,120.4202285,7.3,1648164795,282.5
36.013883,477369900,283.4,120.420045,7.3,1648164800,282
36.01392345,477369900,282.9454545,120.4198223,7.3,1648164805,281.5454545
36.01396391,477369900,282.4909091,120.4195995,7.3,1648164810,281.0909091
36.01399579,477369900,281.9789474,120.4194003,7.3,1648164815,281
36.01402553,477369900,281.4526316,120.4192068,7.3,1648164820,281
36.01405526,477369900,280.9263158,120.4190134,7.3,1648164825,281
36.014085,477369900,280.4,120.41882,7.3,1648164830,281
36.014116,477369900,280.25,120.418596,7.3,1648164835,281.5
36.014147,477369900,280.1,120.418372,7.3,1648164840,282
36.0141775,477369900,280.2,120.4181685,7.3,1648164845,282
36.014208,477369900,280.3,120.417965,7.3,1648164850,282
36.0142365,477369900,280.6,120.417781,7.3,1648164855,282
36.014265,477369900,280.9,120.417597,7.3,1648164860,282
36.01429789,477369900,280.7947368,120.4173825,7.3,1648164865,281.7368421
36.01433079,477369900,280.6894737,120.4171681,7.3,1648164870,281.4736842
36.01436368,477369900,280.5842105,120.4169536,7.3,1648164875,281.2105263
36.0143957,477369900,280.57,120.4167453,7.29,1648164880,281
36.0144242,477369900,280.92,120.4165618,7.24,1648164885,281
36.01445324,477369900,281.1857143,120.4163743,7.2,1648164890,281
36.01448443,477369900,281.1142857,120.4161707,7.2,1648164895,281
36.01451562,477369900,281.0428571,120.4159671,7.2,1648164900,281
36.01454681,477369900,280.9714286,120.4157636,7.2,1648164905,281
36.014578,477369900,280.9,120.41556,7.2,1648164910,281
36.014614,477369900,281,120.4153365,7.2,1648164915,281
36.01465,477369900,281.1,120.415113,7.2,1648164920,281
36.0146765,477369900,280.9,120.4149305,7.2,1648164925,281
36.014703,477369900,280.7,120.414748,7.2,1648164930,281
36.01473425,477369900,280.6,120.414534,7.2,1648164935,281
36.0147655,477369900,280.5,120.41432,7.2,1648164940,281
36.01479675,477369900,280.4,120.414106,7.2,1648164945,281
36.014828,477369900,280.3,120.413892,7.2,1648164950,281
36.0148555,477369900,280.05,120.4136885,7.2,1648164955,281
36.014883,477369900,279.8,120.413485,7.2,1648164960,281
36.0149075,477369900,279.65,120.4133025,7.2,1648164965,281.5
36.014932,477369900,279.5,120.41312,7.2,1648164970,282
36.014962,477369900,279.65,120.412896,7.2,1648164975,282
36.014992,477369900,279.8,120.412672,7.2,1648164980,282
36.015015,477369900,279.8,120.4125085,7.2,1648164985,282
36.015038,477369900,279.8,120.412345,7.2,1648164990,282
36.0150705,477369900,280.3,120.41212,7.2,1648164995,282
36.015103,477369900,280.8,120.411895,7.2,1648165000,282
36.01513911,477369900,280.8555556,120.4116461,7.2,1648165005,282
36.0151734,477369900,280.9,120.4114101,7.2,1648165010,282
36.0152004,477369900,280.9,120.4112256,7.2,1648165015,282
36.01522745,477369900,280.8818182,120.4110411,7.2,1648165020,281.9090909
36.01525473,477369900,280.7909091,120.4108565,7.2,1648165025,281.4545455
36.015282,477369900,280.7,120.410672,7.2,1648165030,281
36.0153115,477369900,280.6,120.4104683,7.2,1648165035,281
36.015341,477369900,280.5,120.4102645,7.2,1648165040,281
36.0153705,477369900,280.4,120.4100608,7.2,1648165045,281
36.0154,477369900,280.3,120.409857,7.2,1648165050,281
36.015429,477369900,280.35,120.4096525,7.2,1648165055,281
36.015458,477369900,280.4,120.409448,7.2,1648165060,281
36.015489,477369900,280.35,120.409223,7.2,1648165065,281
36.01552,477369900,280.3,120.408998,7.2,1648165070,281
36.01554889,477369900,280.1333333,120.4087963,7.2,1648165075,281
36.01557709,477369900,280.0181818,120.408598,7.2,1648165080,281.0909091
36.01560255,477369900,280.1090909,120.408413,7.2,1648165085,281.5454545
36.015628,477369900,280.2,120.408228,7.2,1648165090,282
36.015659,477369900,280.25,120.408004,7.2,1648165095,282
36.01569,477369900,280.3,120.40778,7.2,1648165100,282
36.0157115,477369900,280.25,120.4076165,7.2,1648165105,281.5
36.015733,477369900,280.2,120.407453,7.2,1648165110,281
36.0157625,477369900,280.15,120.4072515,7.2,1648165115,281
36.015792,477369900,280.1,120.40705,7.2,1648165120,281
36.01582174,477369900,280.0736842,120.406835,7.2,1648165125,281
36.01585147,477369900,280.0473684,120.40662,7.2,1648165130,281
36.01588121,477369900,280.0210526,120.406405,7.2,1648165135,281
36.01591073,477369900,279.9636364,120.4061885,7.2,1648165140,281
36.01593936,477369900,279.7818182,120.4059657,7.2,1648165145,281
36.015968,477369900,279.6,120.405743,7.2,1648165150,281
36.015993,477369900,279.55,120.40556,7.2,1648165155,281.5
36.016018,477369900,279.5,120.405377,7.2,1648165160,282
36.0160455,477369900,279.65,120.4051725,7.2,1648165165,282
36.016073,477369900,279.8,120.404968,7.2,1648165170,282
36.016104,477369900,279.85,120.404745,7.2,1648165175,282
36.016135,477369900,279.9,120.404522,7.2,1648165180,282
36.0161635,477369900,280.15,120.4043195,7.2,1648165185,282
36.016192,477369900,280.4,120.404117,7.2,1648165190,282
36.01622144,477369900,280.4555556,120.4039142,7.2,1648165195,282
36.01625,477369900,280.4909091,120.4037105,7.2,1648165200,282
36.016275,477369900,280.4454545,120.4035027,7.2,1648165205,282
36.0163,477369900,280.4,120.403295,7.2,1648165210,282
36.0163235,477369900,280.5,120.403111,7.2,1648165215,282
36.016347,477369900,280.6,120.402927,7.2,1648165220,282
36.0163825,477369900,280.65,120.402725,7.2,1648165225,282
36.016418,477369900,280.7,120.402523,7.2,1648165230,282
36.0164555,477369900,280.55,120.402319,7.2,1648165235,281.5
36.016493,477369900,280.4,120.402115,7.2,1648165240,281
36.01653,477369900,280.25,120.40191,7.2,1648165245,281
36.016567,477369900,280.1,120.401705,7.2,1648165250,281
36.016602,477369900,279.9333333,120.401455,7.2,1648165255,281.5555556
36.01663527,477369900,279.8181818,120.401218,7.2,1648165260,282
